fpr,tpr,thresholds
0.0,0.0,inf
0.0,0.0001340901980065257,0.9999999999999933
0.0,0.0003575738613507353,0.9999999999999931
0.0,0.0007151477227014706,0.9999999999999929
0.0,0.000983328118714522,0.9999999999999925
0.0,0.0012515085147275734,0.9999999999999922
0.0,0.0014302954454029411,0.999999999999992
0.0,0.001921959504760202,0.9999999999999918
0.0,0.0026371072274616724,0.9999999999999913
0.0,0.003396951682831985,0.9999999999999911
0.0,0.0036651320788450366,0.9999999999999909
0.0,0.004335583068877665,0.9999999999999907
0.0,0.00491664059357261,0.9999999999999905
0.0,0.005229517722254503,0.9999999999999902
0.0,0.0057211817816117646,0.99999999999999
0.0,0.006257542573637867,0.9999999999999898
0.0,0.006927993563670496,0.9999999999999896
0.0,0.007419657623027757,0.9999999999999893
0.0,0.007777231484378492,0.9999999999999891
0.0,0.008358289009073436,0.9999999999999889
0.0,0.00960979752380101,0.9999999999999885
0.0,0.01032494524650248,0.9999999999999882
0.0,0.010727215840522058,0.999999999999988
0.0,0.011352970097885844,0.9999999999999878
0.0,0.011934027622580789,0.9999999999999876
0.0,0.013185536137308362,0.9999999999999871
0.0,0.013721896929334466,0.9999999999999869
0.0,0.014392347919367094,0.9999999999999867
0.0,0.014928708711393197,0.9999999999999865
0.0,0.015777946632101192,0.9999999999999862
0.0,0.016582487820140348,0.999999999999986
0.0,0.01716354534483529,0.9999999999999858
0.0,0.017655209404192553,0.9999999999999856
0.0,0.018191570196218657,0.9999999999999853
0.0,0.0187726277209136,0.9999999999999851
0.0,0.019800652572296965,0.9999999999999849
0.0,0.020694587225673803,0.9999999999999847
0.0,0.021543825146381798,0.9999999999999845
0.0,0.022124882671076745,0.9999999999999842
0.0,0.023063514057122425,0.999999999999984
0.0,0.023868055245161578,0.9999999999999838
0.0,0.024493809502525367,0.9999999999999836
0.0,0.024940776829213786,0.9999999999999833
0.0,0.02556653108657757,0.9999999999999831
0.0,0.026371072274616724,0.9999999999999829
0.0,0.027041523264649356,0.9999999999999827
0.0,0.02739909712600009,0.9999999999999825
0.0,0.02784606445268851,0.9999999999999822
0.0,0.028605908908058822,0.999999999999982
0.0,0.029142269700084922,0.9999999999999818
0.0,0.029544540294104502,0.9999999999999816
0.0,0.030080901086130603,0.9999999999999813
0.0,0.030796048808832074,0.9999999999999809
0.0,0.03110892593751397,0.9999999999999807
0.0,0.03160058999687123,0.9999999999999805
0.0,0.031958163858221963,0.9999999999999802
0.0,0.03244982791757923,0.99999999999998
0.0,0.03307558217494301,0.9999999999999798
0.0,0.033388459303624905,0.9999999999999796
0.0,0.033656639699637954,0.9999999999999793
0.0,0.034237697224332904,0.9999999999999791
0.0,0.03459527108568364,0.9999999999999789
0.0,0.034863451481696686,0.9999999999999787
0.0,0.03517632861037858,0.9999999999999785
0.0,0.035667992669735846,0.9999999999999782
0.0,0.036114959996424265,0.9999999999999778
0.0,0.03656192732311268,0.9999999999999776
0.0,0.03687480445179457,0.9999999999999774
0.0,0.03723237831314531,0.9999999999999771
0.0,0.0375452554418272,0.9999999999999769
0.0,0.037813435837840255,0.9999999999999767
0.0,0.03821570643185983,0.9999999999999765
0.0,0.03857328029321057,0.9999999999999762
0.0,0.03875206722388593,0.999999999999976
0.0,0.03919903455057435,0.9999999999999756
0.0,0.039467214946587406,0.9999999999999754
0.0,0.039690698609931616,0.9999999999999751
0.0,0.03982478880793814,0.9999999999999749
0.0,0.040137665936620034,0.9999999999999747
0.0,0.04022705940195772,0.9999999999999745
0.0,0.040361149599964244,0.9999999999999742
0.0,0.04053993653063961,0.9999999999999738
0.0,0.04071872346131498,0.9999999999999736
0.0,0.040986903857328026,0.9999999999999734
0.0,0.04112099405533456,0.9999999999999731
0.0,0.041389174451347606,0.9999999999999729
0.0,0.041567961382022976,0.9999999999999727
0.0,0.041791445045367186,0.9999999999999725
0.0,0.042059625441380234,0.9999999999999722
0.0,0.042238412372055605,0.999999999999972
0.0,0.04250659276806865,0.9999999999999718
0.0,0.04264068296607518,0.9999999999999716
0.0,0.04317704375810128,0.9999999999999711
0.0,0.043311133956107806,0.9999999999999709
0.0,0.04340052742144549,0.9999999999999707
0.0,0.043668707817458546,0.9999999999999705
0.0,0.043892191480802756,0.9999999999999702
0.0,0.04460733920350422,0.9999999999999698
0.0,0.04492021633218612,0.9999999999999696
0.0,0.04514369999553033,0.9999999999999694
0.0,0.04550127385688106,0.9999999999999689
0.0,0.045635364054887585,0.9999999999999687
0.0,0.04594824118356948,0.9999999999999685
0.0,0.04661869217360211,0.9999999999999678
0.0,0.04697626603495284,0.9999999999999674
0.0,0.04719974969829705,0.9999999999999671
0.0,0.0472444464309659,0.9999999999999669
0.0,0.04760202029231663,0.9999999999999665
0.0,0.047691413757654316,0.999999999999966
0.0,0.047914897420998526,0.9999999999999658
0.0,0.048093684351673896,0.9999999999999656
0.0,0.04827247128234926,0.9999999999999651
0.0,0.04845125821302463,0.9999999999999649
0.0,0.04871943860903768,0.9999999999999645
0.0,0.04880883207437536,0.9999999999999643
0.0,0.04903231573771957,0.999999999999964
0.0,0.04912170920305726,0.9999999999999638
0.0,0.04925579940106378,0.9999999999999636
0.0,0.04952397979707683,0.9999999999999634
0.0,0.049613373262414516,0.9999999999999631
0.0,0.04988155365842757,0.9999999999999629
0.0,0.050060340589102935,0.9999999999999627
0.0,0.050283824252447144,0.9999999999999625
0.0,0.05041791445045367,0.9999999999999623
0.0,0.050507307915791354,0.999999999999962
0.0,0.05073079157913556,0.9999999999999618
0.0,0.05099897197514862,0.9999999999999614
0.0,0.05135654583649935,0.9999999999999609
0.0,0.05158002949984356,0.9999999999999607
0.0,0.052116390291869666,0.99999999999996
0.0,0.052339873955213875,0.9999999999999598
0.0,0.052608054351226924,0.9999999999999596
0.0,0.05283153801457113,0.9999999999999594
0.0,0.05309971841058419,0.9999999999999591
0.0,0.05345729227193492,0.9999999999999589
0.0,0.05350198900460376,0.9999999999999587
0.0,0.05377016940061682,0.9999999999999585
0.0,0.05408304652929871,0.9999999999999583
0.0,0.054217136727305236,0.999999999999958
0.0,0.05484289098466902,0.9999999999999578
0.0,0.0552451615786886,0.9999999999999576
0.0,0.05542394850936397,0.9999999999999574
0.0,0.0557815223707147,0.9999999999999571
0.0,0.055915612568721226,0.9999999999999569
0.0,0.056183792964734275,0.9999999999999567
0.0,0.056407276628078484,0.9999999999999565
0.0,0.05649667009341617,0.9999999999999563
0.0,0.0568542439547669,0.999999999999956
0.0,0.056988334152773434,0.9999999999999558
0.0,0.057211817816117644,0.9999999999999556
0.0,0.05747999821213069,0.9999999999999554
0.0,0.057837572073481426,0.9999999999999551
0.0,0.05819514593483217,0.9999999999999547
0.0,0.058731506726858264,0.9999999999999545
0.0,0.05935726098422205,0.999999999999954
0.0,0.05953604791489742,0.9999999999999538
0.0,0.05975953157824163,0.9999999999999536
0.0,0.060161802172261206,0.9999999999999534
0.0,0.060608769498949625,0.9999999999999531
0.0,0.060966343360300365,0.9999999999999527
0.0,0.061234523756313414,0.9999999999999525
0.0,0.06154740088499531,0.9999999999999523
0.0,0.06194967147901488,0.999999999999952
0.0,0.06221785187502794,0.9999999999999518
0.0,0.06257542573637867,0.9999999999999516
0.0,0.06266481920171635,0.9999999999999514
0.0,0.06306708979573593,0.9999999999999512
0.0,0.06337996692441783,0.9999999999999509
0.0,0.06355875385509319,0.9999999999999507
0.0,0.0640057211817816,0.9999999999999505
0.0,0.06427390157779467,0.9999999999999503
0.0,0.06440799177580118,0.99999999999995
0.0,0.06472086890448309,0.9999999999999498
0.0,0.06507844276583381,0.9999999999999496
0.0,0.06530192642917802,0.9999999999999494
0.0,0.0657935904885353,0.9999999999999492
0.0,0.0660170741518795,0.9999999999999489
0.0,0.06641934474589907,0.9999999999999487
0.0,0.06659813167657444,0.9999999999999485
0.0,0.06691100880525634,0.9999999999999483
0.0,0.06704509900326286,0.999999999999948
0.0,0.06758145979528897,0.9999999999999478
0.0,0.06771554999329549,0.9999999999999476
0.0,0.06802842712197739,0.9999999999999474
0.0,0.06838600098332812,0.9999999999999469
0.0,0.06865418137934116,0.9999999999999467
0.0,0.06927993563670495,0.9999999999999463
0.0,0.0696375094980557,0.999999999999946
0.0,0.06981629642873106,0.9999999999999458
0.0,0.07012917355741295,0.9999999999999456
0.0,0.07048674741876369,0.9999999999999452
0.0,0.07084432128011442,0.9999999999999449
0.0,0.07097841147812095,0.9999999999999447
0.0,0.07142537880480937,0.9999999999999443
0.0,0.07191704286416663,0.999999999999944
0.0,0.0726321905868681,0.9999999999999436
0.0,0.07272158405220579,0.9999999999999434
0.0,0.07312385464622537,0.9999999999999432
0.0,0.07334733830956958,0.9999999999999429
0.0,0.07388369910159567,0.9999999999999427
0.0,0.0740177892996022,0.9999999999999425
0.0,0.07473293702230367,0.999999999999942
0.0,0.07504581415098556,0.9999999999999418
0.0,0.07544808474500514,0.9999999999999416
0.0,0.07589505207169356,0.9999999999999414
0.0,0.07629732266571314,0.9999999999999412
0.0,0.07674428999240156,0.9999999999999409
0.0,0.07696777365574577,0.9999999999999407
0.0,0.07728065078442765,0.9999999999999405
0.0,0.07745943771510302,0.9999999999999403
0.0,0.07777231484378493,0.99999999999994
0.0,0.07790640504179144,0.9999999999999398
0.0,0.07835337236847986,0.9999999999999396
0.0,0.0783980691011487,0.9999999999999394
0.0,0.07853215929915523,0.9999999999999392
0.0,0.07902382335851249,0.9999999999999389
0.0,0.0792473070218567,0.9999999999999387
0.0,0.07933670048719439,0.9999999999999385
0.0,0.07978366781388281,0.9999999999999383
0.0,0.08000715147722702,0.999999999999938
0.0,0.08032002860590891,0.9999999999999378
0.0,0.08067760246725965,0.9999999999999376
0.0,0.080856389397935,0.9999999999999374
0.0,0.08107987306127921,0.9999999999999372
0.0,0.08134805345729228,0.9999999999999369
0.0,0.0817950207839807,0.9999999999999367
0.0,0.08215259464533142,0.9999999999999365
0.0,0.08246547177401332,0.9999999999999363
0.0,0.08282304563536405,0.999999999999936
0.0,0.0830912260313771,0.9999999999999358
0.0,0.08344879989272784,0.9999999999999356
0.0,0.08362758682340321,0.9999999999999354
0.0,0.08434273454610468,0.9999999999999349
0.0,0.08465561167478658,0.9999999999999347
0.0,0.08537075939748805,0.9999999999999343
0.0,0.08590712018951414,0.9999999999999338
0.0,0.08653287444687793,0.9999999999999334
0.0,0.08675635811022214,0.9999999999999332
0.0,0.08706923523890403,0.9999999999999329
0.0,0.08747150583292361,0.9999999999999327
0.0,0.08778438296160551,0.9999999999999325
0.0,0.08832074375363161,0.9999999999999323
0.0,0.08854422741697582,0.999999999999932
0.0,0.08881240781298887,0.9999999999999318
0.0,0.08934876860501498,0.9999999999999316
0.0,0.08957225226835919,0.9999999999999314
0.0,0.08997452286237877,0.9999999999999312
0.0,0.0903320967237295,0.9999999999999309
0.0,0.0906449738524114,0.9999999999999307
0.0,0.09109194117909981,0.9999999999999305
0.0,0.09136012157511286,0.9999999999999303
0.0,0.09189648236713896,0.9999999999999301
0.0,0.0919411790998078,0.9999999999999298
0.0,0.09216466276315201,0.9999999999999296
0.0,0.09252223662450275,0.9999999999999294
0.0,0.0927904170205158,0.9999999999999292
0.0,0.09287981048585349,0.999999999999929
0.0,0.09301390068386,0.9999999999999287
0.0,0.09323738434720422,0.9999999999999285
0.0,0.09341617127787959,0.9999999999999283
0.0,0.09390783533723684,0.9999999999999281
0.0,0.09408662226791221,0.9999999999999278
0.0,0.09435480266392526,0.9999999999999276
0.0,0.09453358959460063,0.9999999999999274
0.0,0.09475707325794484,0.9999999999999272
0.0,0.09511464711929558,0.9999999999999267
0.0,0.09547222098064631,0.9999999999999265
0.0,0.09574040137665937,0.9999999999999263
0.0,0.09596388504000358,0.9999999999999261
0.0,0.09623206543601663,0.9999999999999258
0.0,0.09645554909936084,0.9999999999999256
0.0,0.09676842622804273,0.9999999999999254
0.0,0.09690251642604926,0.9999999999999252
0.0,0.09708130335672463,0.999999999999925
0.0,0.09721539355473115,0.9999999999999247
0.0,0.09730478702006884,0.9999999999999245
0.0,0.09757296741608189,0.9999999999999243
0.0,0.09793054127743261,0.9999999999999241
0.0,0.09824341840611452,0.9999999999999238
0.0,0.0983328118714522,0.9999999999999236
0.0,0.0985562955347964,0.9999999999999234
0.0,0.09891386939614714,0.999999999999923
0.0,0.09904795959415366,0.9999999999999227
0.0,0.09927144325749787,0.9999999999999225
0.0,0.09958432038617977,0.9999999999999223
0.0,0.0999418942475305,0.9999999999999221
0.0,0.10034416484155008,0.9999999999999218
0.0,0.10061234523756313,0.9999999999999216
0.0,0.10083582890090734,0.9999999999999214
0.0,0.10088052563357619,0.9999999999999212
0.0,0.10119340276225808,0.999999999999921
0.0,0.10137218969293345,0.9999999999999207
0.0,0.10168506682161534,0.9999999999999205
0.0,0.10181915701962187,0.9999999999999203
0.0,0.10190855048495955,0.9999999999999201
0.0,0.10204264068296608,0.9999999999999198
0.0,0.10226612434631029,0.9999999999999196
0.0,0.10240021454431682,0.9999999999999194
0.0,0.10257900147499217,0.9999999999999192
0.0,0.10293657533634291,0.999999999999919
0.0,0.10302596880168059,0.9999999999999187
0.0,0.10365172305904438,0.9999999999999183
0.0,0.10383050998971975,0.9999999999999181
0.0,0.1040986903857328,0.9999999999999178
0.0,0.10423278058373933,0.9999999999999176
0.0,0.10459035444509006,0.9999999999999174
0.0,0.10463505117775891,0.9999999999999172
0.0,0.10490323157377196,0.999999999999917
0.0,0.10535019890046038,0.9999999999999167
